"","baseMean","log2FoldChange","lfcSE","padj","Phylum","Class","Order","Family","Genus","Species","Bd_inhibition","change"
"3f2c25846819535f96bbe254f03bc79d",68.890634067961,-9.54670629302231,1.18296724684218,1.1235206279481e-14,"Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Aphanizomenon_NIES81","Anabaena_sp.",NA,"Decrease"
"acccb7cec4d146864bc11d37da55dcd0",5.44159317317606,-22.6020396632995,2.92690144979153,1.71544394372018e-13,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera","uncultured_bacterium",NA,"Decrease"
"14a0e05106135e35f3516fe52964651f",94.7475071852864,-10.0063445759757,1.3384245121565,1.07994178474479e-12,"Campilobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","uncultured_bacterium",NA,"Decrease"
"fe3d89d3013a6f723037fa55d117a00a",44.5073975900494,-8.03859969765281,1.07950413731633,1.27734027509318e-12,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Vogesella","uncultured_bacterium",NA,"Decrease"
"8a708778e5a5f5a6d79a3923406f7fca",50.8972166440375,-9.10987757728164,1.23622422972941,2.16966852085198e-12,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","",NA,"Decrease"
"1a226ce3860520d178a1fef1d5ef6ed4",39.9342091099894,-8.7598674902252,1.20305533661694,3.96593932875921e-12,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","",NA,"Decrease"
"eb2625c1474f98f554b002fcd5d1088e",67.8607558602255,-8.35947348795704,1.1514712588984,4.42979695782831e-12,"Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Flectobacillus","",NA,"Decrease"
"b73cb42e006377b6fde3161fcec1d0f9",29.6813528520324,-8.33207707821679,1.28342684147173,9.23711783926064e-10,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas","uncultured_bacterium",NA,"Decrease"
"7d5f671eabffd7d653d18e5598a30d17",20.0986314537222,-7.76953793318377,1.21581742016193,1.72666119548894e-09,"Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Crenothrix","uncultured_bacterium",NA,"Decrease"
"bf1a3f0d17d836dae864713fd8ea4f4e",694.191452951422,-8.01503512348444,1.26004667703061,2.0057063175549e-09,"Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","",NA,"Decrease"
"f7ea6d3245255cf0a50c2b31c370bd8f",53.0439060939245,-9.16933595974659,1.45628429696989,2.92468315788897e-09,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","","",NA,"Decrease"
"6945d94103ada823c2811f2b81c56ba0",47.835901776409,-9.02007249991769,1.44165208562818,3.6282012280503e-09,"Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","",NA,"Decrease"
"d931a46b5a8fba444c21c83af5f32e8f",50.3053144399731,-8.21353542284072,1.32539283781667,5.11364845924012e-09,"Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","","",NA,"Decrease"
"653334c36340a20181971e05d9b4e110",61.1742773055346,-9.37511360490583,1.58555232563149,2.78286977893833e-08,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","","","inhibitory","Decrease"
"8f23fdcf6f94f67605d968b6e4a61a01",12.1112857004302,-7.03958461051046,1.19249972577925,2.85184767182135e-08,"Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI_clade","",NA,"Decrease"
